user_id,email,password,ho_ten,dia_chi,so_dien_thoai
477,tien.duong475@load.eshop.vn,MatKhau123!,Dương Xuân Tiến,"162 Trần Hưng Đạo, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",0839322009
479,uyen.ly476@load.eshop.vn,MatKhau123!,Lý Khánh Uyên,"169 Nguyễn Văn Cừ, Phường An Bình, TP. Biên Hòa, Đồng Nai",0849396528
478,tuan.dinh477@load.eshop.vn,MatKhau123!,Đinh Xuân Tuấn,"176 Hùng Vương, Phường 1, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",0859471047
481,yen.truong478@load.eshop.vn,MatKhau123!,Trương Khánh Yến,"183 Trần Phú, Phường Lộc Thọ, TP. Nha Trang, Khánh Hòa",0869545566
480,kien.mai479@load.eshop.vn,MatKhau123!,Mai Xuân Kiên,"190 Nguyễn Huệ, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",0889620085
484,diem.chu480@load.eshop.vn,MatKhau123!,Chu Khánh Diễm,"197 Hai Bà Trưng, Phường 6, TP. Đà Lạt, Lâm Đồng",0909694604
482,an.nguyen481@load.eshop.vn,MatKhau123!,Nguyễn Văn An,"204 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",0919769123
483,bich.tran482@load.eshop.vn,MatKhau123!,Trần Thị Bích,"211 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",0939843642
485,cuong.le483@load.eshop.vn,MatKhau123!,Lê Văn Cường,"218 Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TP. Hồ Chí Minh",0949918161
486,dung.pham484@load.eshop.vn,MatKhau123!,Phạm Thị Dung,"225 Cách Mạng Tháng Tám, Phường 11, Quận 3, TP. Hồ Chí Minh",0969992680
489,dat.hoang485@load.eshop.vn,MatKhau123!,Hoàng Văn Đạt,"232 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",0971067200
490,hanh.huynh486@load.eshop.vn,MatKhau123!,Huỳnh Thị Hạnh,"239 Sư Vạn Hạnh, Phường 12, Quận 10, TP. Hồ Chí Minh",0981141719
491,hung.phan487@load.eshop.vn,MatKhau123!,Phan Văn Hùng,"246 Quang Trung, Phường 10, Quận Gò Vấp, TP. Hồ Chí Minh",0321216238
487,huong.vu488@load.eshop.vn,MatKhau123!,Vũ Thị Hương,"253 Phạm Văn Đồng, Phường Linh Đông, Quận Thủ Đức, TP. Hồ Chí Minh",0331290757
488,khoa.vo489@load.eshop.vn,MatKhau123!,Võ Văn Khoa,"260 Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP. Hồ Chí Minh",0341365276
492,linh.dang490@load.eshop.vn,MatKhau123!,Đặng Thị Linh,"267 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",0351439795
496,nam.bui491@load.eshop.vn,MatKhau123!,Bùi Văn Nam,"274 Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",0361514314
495,nga.do492@load.eshop.vn,MatKhau123!,Đỗ Thị Nga,"281 Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",0371588833
494,phong.ho493@load.eshop.vn,MatKhau123!,Hồ Văn Phong,"288 Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",0381663352
493,nhung.ngo494@load.eshop.vn,MatKhau123!,Ngô Thị Nhung,"295 Bà Triệu, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",0391737871
497,quan.duong495@load.eshop.vn,MatKhau123!,Dương Văn Quân,"14 Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",0701812390
498,phuong.ly496@load.eshop.vn,MatKhau123!,Lý Thị Phương,"21 Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",0761886909
499,tai.dinh497@load.eshop.vn,MatKhau123!,Đinh Văn Tài,"28 Lê Duẩn, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",0771961428
502,thao.truong498@load.eshop.vn,MatKhau123!,Trương Thị Thảo,"35 Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",0782035947
500,tien.mai499@load.eshop.vn,MatKhau123!,Mai Văn Tiến,"42 Trần Hưng Đạo, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",0792110466
501,uyen.chu500@load.eshop.vn,MatKhau123!,Chu Thị Uyên,"49 Nguyễn Văn Cừ, Phường An Bình, TP. Biên Hòa, Đồng Nai",0812184985
